Product Name,Category,Unit Cost,Selling Price,Current Stock,Min Stock,Max Stock,Warehouse,Supplier,Reliability,Lead Time,Shipment Expected,Shipment Actual,Shipment Cost,Order Qty,Order Date,Region
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,1,2026-01-26,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2025-12-04,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,4,2026-02-28,US
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,12,2026-01-31,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2025-11-01,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-01-22,MEA
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-08-03,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-04-12,LATAM
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-04-15,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,3,2026-01-16,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2025-05-30,MEA
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-08-22,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,7,2025-08-12,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-09-05,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,4,2025-06-29,APAC
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-05,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2025-09-30,MEA
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,2,2026-01-12,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2025-08-31,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,23,2025-05-27,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-11-19,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-01-02,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2025-10-23,APAC
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2026-02-13,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-08-05,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,7,2026-03-31,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,3,2026-05-02,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,8,2025-12-02,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,2,2025-09-07,MEA
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,7,2026-03-17,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-09-26,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,7,2025-08-16,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,5,2025-07-09,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2026-01-02,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,4,2025-07-06,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,5,2025-11-03,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-11-24,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2025-11-06,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2025-06-12,MEA
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-07-09,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,1,2026-01-18,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-09-05,APAC
Control Unit,Finished Goods,85.0,175.0,4,14,46,Pacific NW,Epsilon Tech,0.92,6,,,,,,
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-11-06,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-07-29,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-01-03,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-06-21,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,29,2026-03-30,EU
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-02-22,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-03-24,EU
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-04-22,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-06-14,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,3,2025-10-21,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,7,2025-12-08,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-08-05,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,23,2025-11-23,MEA
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,6,2025-07-16,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2026-02-19,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,4,2025-12-13,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-10-10,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,6,2026-02-09,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,2,2025-10-03,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-12-05,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,5,2025-10-21,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,11,2025-11-13,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2026-03-31,MEA
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-02-15,US
LED Panel,Electronics,30.0,65.0,,,,,Gamma Supply,,,2025-09-23,2025-10-08,291.23,,,
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,7,2025-08-13,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,5,2025-08-05,EU
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-09-22,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-24,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-18,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2025-11-18,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,16,2025-10-14,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,6,2025-08-25,LATAM
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,4,2025-10-29,APAC
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,4,2026-01-07,US
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,6,2026-05-25,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,7,2025-09-26,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,22,2025-08-22,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-11-28,MEA
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-12-19,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-07-11,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-11-24,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-07-31,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-02-01,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,2,2026-01-13,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-10-03,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-08-12,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,6,2025-08-11,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-01-06,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,6,2025-12-01,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2025-10-18,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-07-26,MEA
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-06-02,APAC
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-03-26,APAC
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,4,2025-08-08,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-06-11,APAC
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2026-01-08,MEA
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,4,2026-01-12,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2025-06-12,US
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,3,2025-08-26,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,11,2025-09-02,MEA
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-12-29,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,1,2026-02-20,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,15,2025-08-10,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,5,2025-06-09,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,8,2025-11-13,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-11-23,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2026-05-08,LATAM
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-11-11,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-11-22,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2026-01-14,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,8,2025-11-06,APAC
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,1,2026-02-17,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,4,2025-09-17,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,5,2025-07-15,LATAM
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-10-07,APAC
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,5,2025-08-20,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,4,2025-12-09,US
Widget Pro,Electronics,12.5,29.99,37,27,93,Overflow,Acme Corp,0.95,5,,,,,,
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2025-07-23,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,14,2025-08-29,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,4,2026-02-16,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2026-01-24,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-10-01,LATAM
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-07-20,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,1,2025-06-16,EU
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,4,2026-05-15,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,10,2026-03-20,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,13,2026-01-08,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,4,2026-04-01,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,9,2025-12-11,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-03,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-05-26,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-09-08,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,4,2026-05-13,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,11,2026-03-22,MEA
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-03-23,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,14,2025-07-08,MEA
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-05-03,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-07-12,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,5,2025-10-08,APAC
Connector Set,Parts,4.2,11.99,,,,,,,,,,,4,2025-06-29,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,4,2025-10-26,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-17,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-12-12,US
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,4,2025-12-12,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-04-14,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-05-30,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-05-30,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2025-05-30,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,18,2025-07-23,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-02-11,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,4,2025-06-16,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-10-04,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-05-19,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-04-05,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2026-03-23,EU
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-10-10,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,10,2025-06-20,EU
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-02-21,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-01-03,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,10,2025-12-04,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2025-09-05,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,2,2025-07-28,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,4,2025-08-31,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,4,2025-11-06,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-05-13,LATAM
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2026-04-18,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,2,2025-11-15,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2026-05-25,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,9,2026-04-16,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,2,2026-01-18,LATAM
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-10-28,APAC
Connector Set,Parts,4.2,11.99,,,,,,,,,,,11,2025-08-19,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,6,2025-11-21,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,14,2025-10-10,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-12-03,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,12,2026-02-17,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,3,2025-10-11,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-03-29,EU
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2026-01-25,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,4,2025-10-03,MEA
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-07-03,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,6,2025-12-29,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-09-24,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-01,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,2,2025-06-02,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2025-08-21,MEA
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-11-22,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,4,2025-05-30,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,9,2025-10-20,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-02-21,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-01-21,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-12-22,EU
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-06-18,MEA
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-04-02,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-05-10,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,15,2025-08-12,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2025-06-30,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,8,2025-11-06,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,4,2025-09-15,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-06-09,MEA
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-03-11,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-11-30,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2025-06-05,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2025-12-08,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-11-05,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2025-12-25,EU
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,6,2025-09-11,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2026-01-15,APAC
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-07-23,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-09-03,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-11-27,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-07-14,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-06-07,APAC
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-04-16,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,1,2025-11-11,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,1,2026-04-19,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,Beta Industries,,,2025-08-13,2025-08-23,254.16,,,
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-08-18,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,7,2025-09-21,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2025-05-30,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,14,2026-03-13,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2026-05-09,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,20,2026-05-16,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,17,2025-11-26,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,26,2025-08-03,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,9,2026-02-27,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-02-07,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,5,2026-02-14,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-09-15,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,12,2025-09-30,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,6,2026-05-21,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,4,2025-07-21,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,17,2025-10-14,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,7,2025-11-25,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-09-18,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-01-10,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2026-02-01,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2026-02-21,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,2,2026-03-14,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,1,2026-04-20,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,3,2025-07-09,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-09-09,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,3,2026-04-03,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-01-10,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,3,2026-05-17,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,1,2026-03-22,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-01-10,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-04-23,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-08-12,LATAM
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,4,2025-08-25,EU
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,3,2025-10-14,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2025-08-19,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-08-20,APAC
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2025-08-07,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-09-20,LATAM
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-05-30,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2026-03-02,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,3,2025-11-05,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2025-08-29,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,4,2026-05-02,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-09-06,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2025-09-25,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2026-04-10,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,22,2025-08-24,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-11-05,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-03-12,LATAM
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,13,2025-09-13,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,7,2026-05-21,APAC
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-08-20,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2026-04-24,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,4,2025-05-31,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,18,2025-09-10,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-06-12,EU
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,4,2025-12-23,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,22,2025-11-15,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-12-29,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2026-04-21,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-04-10,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-01-30,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,3,2026-01-07,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,21,2025-06-15,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,16,2026-04-12,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-11-18,US
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,2,2025-07-23,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,13,2025-07-11,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-12-27,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-02-01,APAC
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-22,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,14,2025-10-19,US
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,3,2025-07-22,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,2,2025-10-12,APAC
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2025-07-12,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2026-05-21,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2025-08-08,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2026-03-27,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,17,2026-05-03,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,8,2025-12-20,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-01-23,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-12-16,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-06-11,LATAM
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,7,2025-09-09,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-10-12,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,7,2025-06-01,MEA
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-02-22,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,5,2025-11-25,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-03-12,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2025-08-31,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-04-28,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-09-30,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-06-08,LATAM
