Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Clipboard Letter-Size Premium,21.77,29.95,1670,Office Supplies,West Coast,20,2638
Pen Holder Mesh Standard,173.94,254.61,172,Office Supplies,Primary,10,2908
Ergonomic Office Chair Lite+,1257.63,1717.21,35,Furniture,Primary,1,173
Electric Standing Desk HD,584.12,698.81,42,Furniture,West Coast,1,169
L-Shaped Corner Desk Lite+,1045.48,1151.57,34,Furniture,International,1,115
5-Tier Bookshelf Lite,1308.74,1597.97,13,Furniture,Midwest,2,103
3-Drawer Filing Cabinet Mini,316.59,431.53,16,Furniture,Midwest,1,116
Conference Table 8-seat V3,761.53,1033.49,87,Furniture,East Coast,1,158
Guest Chair Padded Pro,1314.72,1826.73,62,Furniture,Midwest,2,145
Desk Lamp Architect Premium,51.67,57.82,10,Furniture,East Coast,2,137
Chair Floor Mat 48x36 Compact,1021.62,1341.27,58,Furniture,Primary,1,137
Monitor Riser Wood Mini,609.86,722.1,36,Furniture,International,1,138
Storage Cabinet Locking Lite,1176.43,1383.53,62,Furniture,International,2,137
Coat Rack Standing Compact,1321.69,1511.15,98,Furniture,East Coast,1,116
Waste Basket Metal Plus,914.36,1251.18,39,Furniture,Primary,1,109
Under-Desk Drawer Unit HD,1291.57,1522.13,9,Furniture,South,1,166
Computer Desk Compact XL,168.49,220.81,80,Furniture,West Coast,1,130
Gaming Chair Racing HD,568.59,650.5,98,Furniture,Midwest,2,136
Recliner Leather Premium,478.29,635.35,31,Furniture,West Coast,1,155
3-Seat Sofa Fabric Elite,1116.78,1231.66,6,Furniture,Primary,2,136
Coffee Table Glass Mini,978.26,1138.65,85,Furniture,International,1,128
Side Table Round Standard,909.65,1203.33,32,Furniture,Midwest,1,101
TV Stand 65in Basic,852.12,1112.17,83,Furniture,Midwest,2,168
Shoe Rack 4-Tier Elite,1175.61,1557.48,59,Furniture,Primary,2,106
Wardrobe Sliding-Door Basic,1127.99,1419.09,3,Furniture,International,2,113
6-Drawer Dresser Bulk,900.41,1251.64,83,Furniture,West Coast,2,162
Nightstand 2-Drawer Lite+,363.21,428.67,30,Furniture,Midwest,2,177
Queen Bed Frame Metal Eco,624.71,800.19,6,Furniture,South,1,154
Queen Memory Foam Mattress XL,248.26,343.93,32,Furniture,West Coast,1,161
Dining Table 6-seat Oak Plus,381.86,420.52,74,Furniture,Primary,1,160
Dining Chair Padded 2pk Lite,1279.79,1452.14,43,Furniture,South,2,171
Bar Stool Adjustable Ultra,401.73,444.05,81,Furniture,South,2,121
Kitchen Island Cart Pro,482.11,644.27,47,Furniture,West Coast,1,176
Pantry Cabinet Tall Lite+,1293.12,1481.85,10,Furniture,International,2,157
Bathroom Vanity 36in Max,568.13,711.07,52,Furniture,South,1,177
Mirror Cabinet LED V2,428.15,525.69,83,Furniture,South,1,111
Laundry Hamper Bamboo XL,1211.41,1345.36,90,Furniture,International,2,122
Room Divider 4-Panel Lite+,734.97,1005.13,80,Furniture,South,1,165
Accent Chair Velvet Plus,572.47,766.95,13,Furniture,International,1,119
Ottoman Storage Mini,663.38,845.66,79,Furniture,East Coast,1,170
Console Table Entryway V2,321.2,445.4,25,Furniture,Midwest,2,149
Storage Bench Entryway Lite+,222.01,244.36,90,Furniture,West Coast,1,166
All-Purpose Cleaner 1gal HD,7.3,9.76,3822,Cleaning,West Coast,17,8923
Glass Cleaner Spray 32oz Lite,10.15,16.7,4119,Cleaning,East Coast,41,5772
Disinfectant Wipes 6pk V3,15.57,23.29,4064,Cleaning,Primary,26,5736
Floor Cleaner Concentrate Standard,33.06,41.52,2119,Cleaning,Midwest,21,5142
Bathroom Cleaner Foaming Smart,12.25,18.26,966,Cleaning,South,33,7660
Kitchen Degreaser Ultra,4.82,7.73,2405,Cleaning,Primary,19,6402
Air Freshener Refills 3pk Bulk,44.84,59.1,2753,Cleaning,International,24,8900
Microfiber Cloths 12pk Pro,39.13,60.16,2990,Cleaning,Midwest,45,7013
Scrub Sponges 6pk Smart,36.43,58.4,1882,Cleaning,International,35,6209
Rubber Gloves Latex 3pk V2,23.01,34.06,2902,Cleaning,East Coast,39,5610
Trash Bags 13gal 50pk Advanced,33.03,42.93,635,Cleaning,East Coast,18,7387
Paper Towels 12-Roll Lite,12.29,16.0,653,Cleaning,East Coast,25,7685
Toilet Paper 24-Roll Plus,6.6,9.82,1587,Cleaning,International,33,8872
Hand Soap Refill 1gal Plus,9.66,13.33,4774,Cleaning,South,27,8910
Hand Sanitizer Pump 32oz Standard,32.59,55.03,1446,Cleaning,International,23,5571
Spin Mop System Max,9.8,16.44,323,Cleaning,East Coast,45,6982
Angle Broom Advanced,34.36,58.18,3937,Cleaning,International,13,8854
Dustpan Combo Elite,15.09,23.27,908,Cleaning,Primary,25,6966
Vacuum Bags 6pk Advanced,43.92,67.24,3651,Cleaning,Midwest,43,5840
Dish Soap Lemon 32oz Smart,9.29,12.66,964,Cleaning,International,37,8341
Dishwasher Pods 60pk Basic,9.99,14.36,493,Cleaning,South,43,5026
Laundry Detergent 100oz Smart,10.99,14.11,924,Cleaning,Primary,49,5949
Fabric Softener Sheets 240ct Ultra,38.23,53.55,4953,Cleaning,East Coast,44,7290
Stain Remover Spray Basic,2.13,3.14,2329,Cleaning,International,38,8636
Bleach Concentrate 1gal Eco,25.38,32.94,1761,Cleaning,International,38,5250
Extendable Duster 10ft Premium,26.72,38.69,2558,Cleaning,West Coast,33,6282
Window Squeegee 12in Pro,20.9,31.23,174,Cleaning,East Coast,10,6314
Toilet Brush Set XL,15.84,27.27,4299,Cleaning,East Coast,18,8498
Heavy-Duty Plunger Premium,25.73,33.46,1068,Cleaning,International,42,5112
Drain Cleaner Gel 32oz Basic,36.88,56.51,1953,Cleaning,Primary,43,6318
Lint Roller Mega 4pk Max,33.35,50.61,4081,Cleaning,South,40,7423
Carpet Cleaner Shampoo V2,43.35,65.36,2950,Cleaning,Primary,24,6902
Wood Polish Spray XL,20.33,28.41,2680,Cleaning,International,25,5886
Stainless Steel Cleaner Plus,21.19,26.66,3416,Cleaning,Midwest,36,7789
Oven Cleaner Heavy-Duty Plus,29.72,46.99,3339,Cleaning,East Coast,23,8135
Grout Cleaner Brush Set Lite,6.29,10.34,615,Cleaning,Primary,37,7854
First Aid Kit 200-Piece Mini,247.33,335.53,355,Safety,South,5,1026
Fire Extinguisher ABC 5lb Eco,124.05,174.2,871,Safety,International,5,1261
Safety Goggles Anti-Fog Plus,59.9,79.22,89,Safety,East Coast,9,1008
Work Gloves Leather 12pk Lite+,144.34,198.94,38,Safety,South,8,1099
Hard Hat OSHA-Compliant Elite,36.87,43.06,24,Safety,South,6,1379
Safety Vest Hi-Vis 10pk Max,14.14,16.97,108,Safety,West Coast,8,1186
Ear Plugs NRR32 50pk Ultra,243.52,305.5,315,Safety,West Coast,8,1572
N95 Dust Masks 50pk Lite+,63.23,80.69,818,Safety,Midwest,7,1062
Face Shields Anti-Fog 5pk Bulk,209.12,282.61,630,Safety,International,2,1343
Steel-Toe Work Boots Eco,97.99,144.08,461,Safety,Primary,3,1132
Knee Pads Gel-Insert Ultra,246.69,361.96,775,Safety,West Coast,2,1636
Back Support Belt Large Lite+,138.54,191.39,629,Safety,West Coast,2,1239
Anti-Fatigue Mat 3x5ft Bulk,5.76,8.6,111,Safety,International,8,1552
Wet Floor Sign Bilingual Premium,71.59,93.24,984,Safety,International,9,1761
Traffic Cone 28in Basic,195.61,281.39,467,Safety,East Coast,6,1301
Fire Blanket 4x6ft Plus,242.52,300.99,958,Safety,West Coast,7,1086
Smoke Detector 10-Year Bulk,106.7,152.49,297,Safety,East Coast,2,1577
CO Detector Digital Plus,31.91,41.09,520,Safety,International,7,1615
Emergency Kit 72-Hour Smart,170.85,198.6,34,Safety,West Coast,3,1229
Heavy-Duty Flashlight Lite,77.9,90.49,765,Safety,Midwest,10,1053
AA Batteries 24pk Lite+,7.72,9.07,270,Safety,West Coast,6,1443
AAA Batteries 24pk Standard,131.23,151.17,60,Safety,West Coast,2,1041
Extension Cord 25ft 12AWG Plus,8.56,11.98,270,Safety,South,7,1257
Power Strip 6-Outlet USB Ultra,98.11,140.02,312,Safety,West Coast,10,1451
Cable Protector Ramp V2,92.24,106.69,926,Safety,South,10,1594
Lockout Tagout Kit Max,215.34,277.51,147,Safety,Midwest,7,1454
Hazmat Spill Kit 5gal Plus,23.54,28.66,50,Safety,West Coast,9,1616
Eye Wash Station Wall Lite,25.03,33.23,184,Safety,West Coast,3,1393
Flammable Storage Cabinet V2,171.27,219.31,580,Safety,South,3,1376
4-Gas Detector Meter Bulk,151.61,190.71,121,Safety,Midwest,7,1022
Small Box 8x8x8 25pk Lite,70.05,91.25,7191,Packaging,Midwest,55,13940
Medium Box 12x12x12 25pk Compact,79.15,120.9,1763,Packaging,International,100,10326
Large Box 18x18x18 15pk Eco,70.14,88.55,4155,Packaging,Midwest,35,14783
Bubble Wrap Roll 175ft Compact,42.99,54.38,5134,Packaging,Midwest,68,10816
Packing Peanuts 14cu ft Advanced,23.6,31.08,6321,Packaging,West Coast,95,13435
Shipping Tape Clear 6pk XL,68.74,100.19,3049,Packaging,West Coast,52,15596
Shipping Labels 4x6 500ct Lite,84.79,120.14,3134,Packaging,Primary,85,17329
Poly Mailers 10x13 100pk Lite,77.2,117.19,7373,Packaging,West Coast,100,11040
Stretch Wrap 18in 1000ft Premium,69.3,109.04,9859,Packaging,South,40,16399
Kraft Packing Paper 25lb Ultra,67.59,89.88,9515,Packaging,West Coast,31,15878
Foam Sheets 12x12 50pk Standard,87.46,136.77,9524,Packaging,Primary,59,10163
Strapping Tape 2in 6pk Elite,59.79,80.94,9019,Packaging,Midwest,52,17348
Pallet Wrap 80ga 1500ft Eco,79.5,120.7,2634,Packaging,International,57,14590
Air Pillow Film Roll Advanced,45.0,54.33,7908,Packaging,Midwest,51,13919
Tissue Paper White 100pk Lite+,38.21,49.74,9474,Packaging,East Coast,80,17579
Gift Boxes Assorted 12pk Ultra,48.27,64.13,4592,Packaging,Primary,38,12872
Satin Ribbon Roll 50yd Elite,9.87,13.97,2108,Packaging,South,74,11038
Gift Bags Medium 24pk Elite,40.73,56.07,7599,Packaging,International,75,13482
Kraft Paper Roll 36in x 200ft Compact,68.07,100.53,1437,Packaging,South,95,10987
Corrugated Roll 48in x 100ft V3,80.58,101.97,4247,Packaging,South,36,12805
Whole Bean Coffee 2lb Smart,13.16,17.2,2403,Food & Beverage,South,21,3063
Ground Coffee Medium 5lb XL,24.28,35.21,1334,Food & Beverage,Primary,24,3478
Earl Grey Tea 200ct XL,46.82,60.99,900,Food & Beverage,Midwest,29,4702
Cane Sugar 10lb Plus,37.06,53.72,1854,Food & Beverage,Primary,21,4971
Coffee Creamer Singles 100pk Premium,3.8,5.44,1947,Food & Beverage,West Coast,7,3552
Paper Cups 12oz 100pk Pro,38.95,49.7,1185,Food & Beverage,Primary,14,4155
PLA Lids 12oz 100pk Smart,38.67,56.35,1343,Food & Beverage,East Coast,20,4326
Wood Stirrers 1000pk XL,22.64,31.03,2039,Food & Beverage,International,14,4094
Cocktail Napkins 500pk Basic,16.26,20.61,1409,Food & Beverage,Midwest,28,4939
Paper Plates 9in 100pk HD,13.16,18.95,2855,Food & Beverage,Primary,14,3752
Wood Cutlery Set 200pk Bulk,3.4,4.58,1428,Food & Beverage,International,12,3040
Spring Water 24pk 16oz Ultra,10.51,15.5,1955,Food & Beverage,International,10,5162
Granola Bars Variety 36pk Max,27.16,36.67,2783,Food & Beverage,Midwest,22,5278
Mixed Nuts 2lb Canister Plus,52.18,70.15,1146,Food & Beverage,Midwest,11,4746
Dried Fruit Mix 3lb Pro,14.44,21.28,2529,Food & Beverage,International,23,3127
Multigrain Crackers 8pk V2,43.23,56.3,1284,Food & Beverage,East Coast,14,5215
Creamy Peanut Butter 40oz Smart,53.01,75.88,1199,Food & Beverage,Primary,12,4476
Strawberry Jam 32oz Plus,52.91,72.02,1660,Food & Beverage,West Coast,9,4770
Chicken Noodle Soup 6pk Eco,27.34,39.77,1942,Food & Beverage,West Coast,27,5152
Solid Light Tuna 8pk Max,16.74,19.87,1209,Food & Beverage,South,24,3264
Jasmine Rice 25lb Mini,22.65,33.54,1784,Food & Beverage,Primary,24,4366
Penne Pasta 6pk 1lb Lite+,44.55,56.58,750,Food & Beverage,Primary,17,3147
Extra Virgin Olive Oil 1L Compact,34.14,43.43,2541,Food & Beverage,Primary,21,5171
Balsamic Vinegar 500ml Lite+,35.12,42.13,249,Food & Beverage,Primary,21,3188
Sea Salt & Pepper Set Advanced,5.36,6.57,1291,Food & Beverage,Primary,29,5373
Spice Rack 20-Jar Max,13.05,18.53,1257,Food & Beverage,Midwest,13,3728
Raw Honey 32oz Elite,47.6,57.67,1171,Food & Beverage,Primary,25,4152
Organic Granola 2lb Basic,2.2,3.07,2785,Food & Beverage,South,24,4443
Whey Protein 5lb Chocolate Smart,8.24,11.34,744,Food & Beverage,Midwest,24,4230
Electrolyte Mix 30pk Lemon Premium,4.09,4.8,468,Food & Beverage,South,23,3637
Wireless Mouse Ultra,894.18,1352.24,139,Electronics,South,4,682
Mechanical Keyboard XL,90.82,107.43,79,Electronics,East Coast,1,596
USB-C Hub Elite,733.17,1062.9,35,Electronics,Midwest,3,808
Webcam HD HD,613.58,864.24,134,Electronics,South,2,611
Bluetooth Speaker Standard,745.25,1023.27,111,Electronics,International,4,682
Portable Charger Standard,798.52,1087.55,158,Electronics,Midwest,4,624
HDMI Cable Lite+,220.98,309.62,327,Electronics,International,3,527
SSD 1TB Eco,13.71,21.15,96,Electronics,East Coast,4,743
RAM 16GB Module Lite,895.92,1236.53,421,Electronics,East Coast,1,705
Graphics Card RTX XL,46.69,69.41,185,Electronics,Midwest,2,580
CPU Processor Ultra,557.56,673.69,446,Electronics,International,3,845
Motherboard ATX Advanced,225.24,301.0,207,Electronics,Midwest,5,867
Power Supply 750W Lite+,532.32,663.4,266,Electronics,West Coast,5,791
PC Case Mid-Tower Smart,75.94,92.54,274,Electronics,East Coast,4,726
Monitor 27 4K Advanced,441.4,553.01,408,Electronics,South,5,696
Laptop Stand Aluminum Lite,51.55,59.65,199,Electronics,Midwest,2,805
Noise Cancelling Headphones Smart,861.69,1122.23,98,Electronics,International,3,551
Smart Watch Pro Bulk,440.04,519.13,268,Electronics,Primary,1,572
Fitness Tracker Band Standard,23.07,27.25,463,Electronics,Primary,1,735
Wireless Earbuds Elite,66.81,92.74,416,Electronics,International,3,627
Tablet 10 inch Eco,413.47,638.96,97,Electronics,Midwest,4,686
E-Reader Paperwhite Advanced,831.23,1052.7,207,Electronics,West Coast,2,683
Smart Plug WiFi Pro,75.66,93.35,112,Electronics,Primary,1,838
WiFi Router AX Pro,794.62,1142.43,266,Electronics,Midwest,3,689
Network Switch 8-Port Ultra,759.79,1163.81,51,Electronics,Primary,2,744
External HDD 2TB Plus,652.89,937.77,345,Electronics,South,4,640
Flash Drive 128GB V3,87.59,134.05,189,Electronics,Midwest,4,514
Memory Card 256GB Eco,11.1,16.96,366,Electronics,Midwest,4,609
Desk Lamp LED V3,216.26,300.22,420,Electronics,Primary,1,542
Phone Charger 65W Mini,596.17,910.73,294,Electronics,East Coast,2,711
Screen Protector Glass Lite,745.24,1149.01,320,Electronics,International,2,581
Phone Case Silicone Premium,18.92,21.76,44,Electronics,Midwest,2,768
Laptop Sleeve 15in Bulk,246.58,351.87,223,Electronics,East Coast,4,527
Monitor Arm Single Bulk,770.38,1186.65,143,Electronics,South,2,674
Keyboard Wrist Rest Plus,751.91,1113.93,47,Electronics,International,1,785
Mouse Pad XXL Pro,894.54,1040.37,160,Electronics,Primary,3,526
Cable Management Kit Bulk,672.99,1022.33,367,Electronics,West Coast,1,792
Surge Protector 12-Outlet Smart,870.47,1312.41,476,Electronics,East Coast,4,529
UPS Battery 1500VA Lite+,368.58,538.93,414,Electronics,Midwest,3,887
USB Microphone Lite+,548.22,721.93,438,Electronics,South,3,631
Ring Light 18in Bulk,341.54,436.05,184,Electronics,East Coast,1,639
Green Screen 5x7ft V2,282.11,422.03,392,Electronics,South,1,698
Streaming Deck MK2 Premium,598.32,853.74,217,Electronics,International,1,899
Capture Card 4K Lite+,307.07,384.8,59,Electronics,Midwest,5,581
Drone Camera Pro Lite+,102.89,123.09,292,Electronics,Midwest,5,549
Action Camera 4K Plus,335.34,460.27,489,Electronics,Midwest,1,790
Digital Camera Mirrorless Bulk,321.94,433.35,290,Electronics,Midwest,2,705
Camera Lens 50mm Basic,346.37,530.98,459,Electronics,West Coast,1,634
Tripod Carbon Fiber Standard,86.81,110.21,147,Electronics,West Coast,2,819
Camera Bag Backpack Max,675.1,909.68,327,Electronics,South,1,771
SD Card Reader Plus,631.48,940.41,38,Electronics,East Coast,3,563
Ballpoint Pens 12pk Ultra,120.77,192.6,1598,Office Supplies,South,9,2841
Sticky Notes 8pk Premium,158.12,279.62,929,Office Supplies,East Coast,5,2600
File Folders 24pk Premium,12.24,20.02,1382,Office Supplies,West Coast,20,2238
Printer Paper A4 5-Ream Max,157.46,276.52,931,Office Supplies,South,16,3350
Ink Cartridge Black XL Lite,79.61,96.04,898,Office Supplies,East Coast,6,2542
Ink Cartridge Color Combo HD,65.43,97.06,1395,Office Supplies,International,11,3220
Desk Organizer Bamboo Ultra,71.07,116.72,1419,Office Supplies,West Coast,5,2640
Paper Shredder Cross-Cut Mini,155.93,260.41,680,Office Supplies,Midwest,5,2059
Laminator Machine A4 HD,3.49,5.63,1803,Office Supplies,Primary,18,2712
Label Maker Portable Basic,158.62,190.86,939,Office Supplies,West Coast,19,3133
Whiteboard Magnetic 48x36 V2,91.74,163.7,762,Office Supplies,Primary,18,2894
Dry Erase Markers 8pk Advanced,112.9,197.87,1007,Office Supplies,Midwest,5,2887
Whiteboard Eraser Lite+,24.49,30.74,1507,Office Supplies,South,9,2362
Stapler Heavy-Duty Eco,54.59,93.81,550,Office Supplies,International,10,2021
Staples 5000pk Elite,143.4,181.61,344,Office Supplies,International,18,2361
Tape Dispenser Desktop XL,112.37,170.9,421,Office Supplies,West Coast,17,2949
Scissors Titanium Plus,161.26,259.1,229,Office Supplies,Primary,9,3406
Paper Clips 100pk XL,107.15,180.55,1675,Office Supplies,Midwest,13,3409
Binder Clips Assorted 24pk Compact,106.77,182.41,1782,Office Supplies,East Coast,4,2185
Rubber Bands 1lb V2,62.26,89.84,284,Office Supplies,East Coast,5,3089
Envelopes White 100pk HD,18.19,21.99,1165,Office Supplies,West Coast,5,2304
Notebooks College-Ruled 6pk Lite+,148.46,181.58,163,Office Supplies,East Coast,16,3329
Daily Planner 2024 Plus,132.61,190.82,513,Office Supplies,East Coast,18,2127
Scientific Calculator XL,166.95,262.35,1832,Office Supplies,Primary,7,2651
Ruler Metal 12in Compact,79.42,113.35,177,Office Supplies,Midwest,17,3444
3-Hole Punch Max,176.88,255.33,1669,Office Supplies,Midwest,15,3109
Letter Tray Stackable V3,70.05,125.54,291,Office Supplies,Midwest,15,2498
Magazine Rack Wire Advanced,88.38,155.17,1677,Office Supplies,East Coast,5,3267
Bulletin Board Cork 36x24 V2,59.39,81.1,114,Office Supplies,South,4,2793
Push Pins Colored 100pk Premium,4.28,6.26,1659,Office Supplies,International,18,2418
Correction Tape 3pk Basic,90.15,113.42,1740,Office Supplies,West Coast,10,3302
Glue Sticks Washable 6pk Mini,136.09,243.51,1330,Office Supplies,Midwest,4,2895
Index Cards Ruled 200pk Bulk,97.64,147.35,1986,Office Supplies,South,11,3457
Graph Paper Pad 4x4 Eco,171.88,284.27,586,Office Supplies,East Coast,17,2126
Legal Pads Yellow 3pk Bulk,150.74,245.52,22,Office Supplies,Midwest,19,2078
Presentation Folders 25pk Premium,102.18,174.67,521,Office Supplies,South,19,2763
Sheet Protectors 50pk Pro,51.95,76.91,1270,Office Supplies,West Coast,5,3301
Report Covers Prong 12pk Basic,148.04,182.77,982,Office Supplies,Midwest,4,2259
Clipboard Letter-Size Advanced,104.27,135.12,952,Office Supplies,West Coast,17,2538
Pen Holder Mesh Mini,179.6,215.99,1953,Office Supplies,International,5,2656
Ergonomic Office Chair Plus,1259.55,1430.19,81,Furniture,West Coast,2,162
Electric Standing Desk Standard,693.2,950.29,67,Furniture,West Coast,1,169
L-Shaped Corner Desk V2,696.64,771.4,22,Furniture,West Coast,1,164
5-Tier Bookshelf Pro,641.62,772.09,30,Furniture,West Coast,1,101
3-Drawer Filing Cabinet Max,1348.21,1628.93,42,Furniture,Primary,2,107
Conference Table 8-seat V3,484.73,569.98,12,Furniture,South,1,156
Guest Chair Padded Advanced,681.99,905.84,46,Furniture,Primary,1,146
Desk Lamp Architect V3,1377.32,1772.21,90,Furniture,International,1,167
Chair Floor Mat 48x36 Premium,154.84,171.46,97,Furniture,Primary,1,137
Monitor Riser Wood Max,65.12,85.56,2,Furniture,International,2,133
Storage Cabinet Locking Plus,1369.34,1808.2,49,Furniture,Midwest,1,142
Coat Rack Standing Elite,859.06,1160.9,29,Furniture,Midwest,1,160
Waste Basket Metal Smart,233.47,311.05,73,Furniture,East Coast,2,157
Under-Desk Drawer Unit Advanced,670.36,860.42,7,Furniture,East Coast,1,147
Computer Desk Compact V3,857.73,1040.12,8,Furniture,East Coast,2,152
Gaming Chair Racing HD,1142.29,1406.94,21,Furniture,East Coast,2,115
Recliner Leather Lite+,315.08,426.49,80,Furniture,International,1,117
3-Seat Sofa Fabric Bulk,765.55,1029.08,74,Furniture,Midwest,1,155
Coffee Table Glass Elite,426.98,493.98,40,Furniture,West Coast,1,154
Side Table Round V3,149.71,178.43,96,Furniture,West Coast,2,176
TV Stand 65in XL,1334.92,1689.44,17,Furniture,South,2,104
Shoe Rack 4-Tier Elite,471.27,533.79,39,Furniture,International,2,129
Wardrobe Sliding-Door Mini,764.06,981.98,76,Furniture,East Coast,2,152
6-Drawer Dresser Eco,1366.87,1815.06,18,Furniture,West Coast,1,101
Nightstand 2-Drawer Max,1141.26,1327.35,30,Furniture,International,1,113
Queen Bed Frame Metal Elite,562.69,748.69,43,Furniture,International,1,178
Queen Memory Foam Mattress Max,711.57,837.91,5,Furniture,South,2,131
Dining Table 6-seat Oak HD,1302.92,1600.8,40,Furniture,Midwest,2,105
Dining Chair Padded 2pk Max,565.57,747.38,61,Furniture,International,2,161
Bar Stool Adjustable Advanced,862.16,1194.7,27,Furniture,Primary,2,164
Kitchen Island Cart XL,315.04,440.64,26,Furniture,South,1,171
Pantry Cabinet Tall Max,309.7,422.7,7,Furniture,Primary,2,103
Bathroom Vanity 36in Smart,1123.1,1431.1,23,Furniture,Midwest,2,159
Mirror Cabinet LED Plus,896.18,1111.28,14,Furniture,Primary,2,117
Laundry Hamper Bamboo Pro,804.1,1043.78,85,Furniture,Midwest,2,124
Room Divider 4-Panel Ultra,754.9,1053.51,24,Furniture,South,1,154
Accent Chair Velvet Elite,563.54,622.22,53,Furniture,Midwest,1,120
Ottoman Storage Elite,99.09,130.61,22,Furniture,South,2,121
Console Table Entryway Premium,550.2,688.34,4,Furniture,Primary,2,169
Storage Bench Entryway Ultra,849.61,974.53,38,Furniture,South,1,178
All-Purpose Cleaner 1gal Ultra,44.72,65.8,1827,Cleaning,South,17,5169
Glass Cleaner Spray 32oz Plus,24.84,34.33,85,Cleaning,West Coast,49,7236
Disinfectant Wipes 6pk Premium,13.07,19.81,3785,Cleaning,Primary,45,7349
Floor Cleaner Concentrate Premium,40.59,61.57,1626,Cleaning,West Coast,26,6705
Bathroom Cleaner Foaming Basic,18.22,29.08,1159,Cleaning,East Coast,34,5245
Kitchen Degreaser Mini,11.31,17.93,4181,Cleaning,International,11,6729
Air Freshener Refills 3pk HD,34.15,49.77,509,Cleaning,International,30,8776
Microfiber Cloths 12pk Smart,40.02,59.56,2537,Cleaning,Primary,24,7622
Scrub Sponges 6pk Advanced,23.44,35.81,1783,Cleaning,East Coast,38,7146
Rubber Gloves Latex 3pk Bulk,32.36,54.06,3644,Cleaning,Midwest,16,5519
Trash Bags 13gal 50pk Advanced,24.68,31.14,707,Cleaning,West Coast,31,8221
Paper Towels 12-Roll Lite+,25.24,39.58,1974,Cleaning,Midwest,50,8006
Toilet Paper 24-Roll V3,32.72,45.54,1418,Cleaning,Midwest,17,8443
Hand Soap Refill 1gal Bulk,18.67,24.62,3986,Cleaning,West Coast,48,7466
Hand Sanitizer Pump 32oz Premium,12.59,20.99,4119,Cleaning,Midwest,44,5651
Spin Mop System Eco,33.06,41.97,3962,Cleaning,East Coast,36,6780
Angle Broom Plus,24.7,41.06,3658,Cleaning,International,43,6123
Dustpan Combo Compact,12.88,16.19,991,Cleaning,Midwest,31,6811
Vacuum Bags 6pk Standard,19.47,28.1,1007,Cleaning,International,48,7516
Dish Soap Lemon 32oz Lite+,23.97,33.76,3551,Cleaning,East Coast,31,7585
Dishwasher Pods 60pk Bulk,40.83,64.59,2513,Cleaning,West Coast,19,6077
Laundry Detergent 100oz Basic,35.89,52.07,1479,Cleaning,South,49,5731
Fabric Softener Sheets 240ct Smart,4.36,6.46,1158,Cleaning,South,36,6934
Stain Remover Spray Premium,3.88,6.14,860,Cleaning,West Coast,30,8168
Bleach Concentrate 1gal Mini,11.79,15.7,1961,Cleaning,International,45,6667
Extendable Duster 10ft Basic,24.6,42.91,1155,Cleaning,South,22,8417
Window Squeegee 12in Smart,24.56,32.39,2983,Cleaning,International,26,6733
Toilet Brush Set Advanced,33.8,45.41,3427,Cleaning,Primary,37,5355
Heavy-Duty Plunger Eco,17.5,25.14,2251,Cleaning,South,45,5212
Drain Cleaner Gel 32oz Standard,10.63,16.75,698,Cleaning,South,29,8409
Lint Roller Mega 4pk V2,19.65,29.29,3045,Cleaning,Midwest,10,7652
Carpet Cleaner Shampoo Plus,4.25,5.48,3555,Cleaning,West Coast,36,8529
Wood Polish Spray Compact,29.38,37.26,3604,Cleaning,South,14,6166
Stainless Steel Cleaner Plus,26.36,44.25,102,Cleaning,Primary,13,7446
Oven Cleaner Heavy-Duty HD,18.87,31.46,4906,Cleaning,West Coast,30,6265
Grout Cleaner Brush Set Standard,42.23,58.04,497,Cleaning,South,16,6943
First Aid Kit 200-Piece Premium,213.99,255.85,762,Safety,West Coast,9,1744
Fire Extinguisher ABC 5lb V2,201.69,232.24,672,Safety,International,7,1185
Safety Goggles Anti-Fog Max,86.95,120.53,594,Safety,International,10,1468
Work Gloves Leather 12pk V3,16.96,24.1,213,Safety,Midwest,4,1111
Hard Hat OSHA-Compliant Compact,95.26,135.36,419,Safety,International,3,1046
Safety Vest Hi-Vis 10pk Ultra,17.6,23.52,693,Safety,Primary,8,1769
Ear Plugs NRR32 50pk Mini,204.0,241.25,695,Safety,International,6,1000
N95 Dust Masks 50pk Max,91.33,135.41,426,Safety,East Coast,6,1180
Face Shields Anti-Fog 5pk Ultra,248.51,364.78,273,Safety,South,5,1317
Steel-Toe Work Boots Standard,191.41,247.85,153,Safety,International,8,1689
Knee Pads Gel-Insert XL,18.04,22.77,207,Safety,Midwest,6,1511
Back Support Belt Large Premium,22.64,33.93,25,Safety,West Coast,4,1520
Anti-Fatigue Mat 3x5ft Elite,219.67,267.4,868,Safety,International,10,1550
Wet Floor Sign Bilingual Lite+,87.81,119.41,931,Safety,West Coast,10,1505
Traffic Cone 28in Elite,233.2,283.47,276,Safety,West Coast,3,1689
Fire Blanket 4x6ft Bulk,43.42,61.93,552,Safety,East Coast,4,1781
Smoke Detector 10-Year Plus,202.04,239.34,955,Safety,East Coast,6,1746
CO Detector Digital Pro,227.84,281.64,999,Safety,Midwest,4,1617
Emergency Kit 72-Hour Ultra,177.11,221.96,803,Safety,East Coast,6,1232
Heavy-Duty Flashlight Max,149.51,188.11,705,Safety,Midwest,9,1537
